ID,x0,x1,class
973,8.288323,8.473087,0
974,3.741519,22.453016,0
975,15.323725,-1.332958,1
976,-0.038194,2.66717,0
977,1.567788,2.991688,0
978,19.119053,16.422837,1
979,5.238819,-5.689373,0
980,16.902798,31.558018,1
981,4.499274,-5.970903,0
982,17.868014,20.109204,1
983,0.804262,7.899158,0
984,3.505529,-2.631139,0
985,19.004928,15.889898,1
986,3.026481,-3.971016,0
987,-2.440059,16.25213,0
988,4.748713,21.147363,0
989,22.506142,-1.816666,1
990,-3.725562,16.303849,0
991,-2.600307,8.596681,0
992,3.655416,1.867404,0
993,24.77759,-3.263359,1
994,6.653985,-2.105081,0
995,-4.565006,17.667026,0
996,-2.007099,32.276853,0
997,-1.251374,5.855292,0
998,29.874112,5.699022,1
999,16.733323,11.80496,1
